EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,OverTime,DistanceFromHome,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition
621,33,Female,Single,2,Life Sciences,Human Resources,Human Resources,1,2825,1,1,0,6,No,28,Travel_Frequently,3,4,3,1,0
622,33,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,6131,4,2,1,2,Yes,17,Travel_Rarely,3,3,2,3,0
623,38,Male,Single,3,Medical,Sales,Sales Executive,1,1445,3,4,2,2,No,1,Travel_Rarely,4,3,2,1,0
624,41,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,7025,3,0,17,1,Yes,8,Travel_Rarely,4,3,3,4,0
625,43,Male,Married,1,Life Sciences,Research & Development,Research Scientist,3,7771,3,0,2,5,Yes,10,Travel_Rarely,1,3,3,4,0
626,38,Female,Married,2,Marketing,Sales,Sales Executive,1,2359,1,2,8,1,No,26,Travel_Rarely,2,3,2,3,0
627,40,Male,Married,3,Marketing,Research & Development,Manager,1,1018,7,3,4,0,Yes,10,Travel_Rarely,4,4,3,1,0
628,46,Female,Married,4,Technical Degree,Research & Development,Manufacturing Director,2,5017,3,1,4,0,No,18,Travel_Rarely,4,2,4,4,0
629,27,Female,Married,3,Marketing,Research & Development,Research Scientist,2,3560,15,0,1,0,No,29,Travel_Rarely,4,4,2,4,0
630,35,Male,Divorced,4,Medical,Research & Development,Laboratory Technician,1,1471,1,1,1,1,Yes,9,Travel_Rarely,2,1,1,2,0
631,45,Female,Single,3,Life Sciences,Sales,Sales Representative,2,3027,5,0,0,4,No,25,Travel_Rarely,4,2,3,4,0
632,53,Male,Married,3,Marketing,Sales,Sales Representative,2,3559,14,0,9,2,No,2,Travel_Frequently,4,2,1,4,0
633,41,Male,Divorced,2,Marketing,Research & Development,Laboratory Technician,1,1457,5,1,9,0,No,3,Travel_Frequently,2,3,4,3,0
634,42,Female,Divorced,3,Marketing,Sales,Sales Executive,1,1944,10,0,4,3,No,2,Travel_Frequently,3,1,3,2,0
635,30,Female,Divorced,3,Medical,Sales,Sales Representative,2,6948,8,0,1,2,Yes,6,Travel_Rarely,3,4,3,3,0
636,40,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2199,2,4,0,2,No,23,Travel_Frequently,3,4,3,3,0
637,42,Female,Single,3,Marketing,Research & Development,Research Scientist,3,9656,4,2,13,1,No,12,Travel_Rarely,4,3,3,3,0
638,35,Female,Married,3,Marketing,Research & Development,Healthcare Representative,1,1983,0,4,0,4,Yes,22,Travel_Rarely,4,3,2,4,0
639,35,Male,Married,2,Human Resources,Research & Development,Research Scientist,2,3867,3,2,5,1,No,19,Travel_Rarely,4,4,4,4,0
640,38,Female,Married,3,Life Sciences,Research & Development,Research Scientist,3,9063,1,0,1,0,Yes,28,Travel_Rarely,4,4,3,2,0
641,23,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,3,7979,6,2,1,1,Yes,15,Non-Travel,3,3,2,3,0
642,37,Male,Divorced,3,Life Sciences,Sales,Sales Executive,1,1825,3,3,5,3,No,19,Travel_Rarely,3,4,3,4,0
643,33,Male,Married,2,Marketing,Sales,Sales Representative,1,1815,2,4,0,2,No,12,Non-Travel,4,3,2,1,0
644,37,Female,Divorced,1,Life Sciences,Sales,Sales Representative,2,5326,1,1,1,0,Yes,18,Travel_Rarely,3,3,1,2,0
645,30,Female,Married,2,Life Sciences,Sales,Sales Representative,1,3330,33,0,9,0,No,16,Travel_Rarely,2,2,3,4,0
646,52,Male,Married,3,Human Resources,Sales,Manager,1,2002,0,0,3,2,No,2,Travel_Rarely,3,3,3,3,0
647,43,Male,Married,2,Life Sciences,Sales,Manager,3,7542,0,0,4,2,Yes,11,Travel_Rarely,1,1,3,2,0
648,45,Female,Married,2,Marketing,Research & Development,Manager,1,3352,1,5,4,1,No,12,Travel_Rarely,4,2,2,1,0
649,47,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,1108,17,0,0,4,No,5,Travel_Frequently,2,4,3,3,0
650,41,Female,Single,2,Marketing,Sales,Sales Representative,1,3371,19,2,0,6,No,27,Travel_Rarely,2,4,1,3,0
651,29,Female,Divorced,4,Medical,Research & Development,Research Scientist,2,4229,5,0,2,1,No,27,Travel_Rarely,4,4,3,2,0
652,42,Male,Single,4,Technical Degree,Research & Development,Manufacturing Director,2,6305,10,1,1,2,No,24,Travel_Rarely,4,3,3,3,0
653,43,Female,Married,3,Technical Degree,Sales,Sales Representative,1,2961,1,0,1,0,Yes,6,Travel_Rarely,4,3,3,1,0
654,46,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,2963,17,0,4,3,No,25,Travel_Rarely,3,1,4,1,0
655,40,Female,Married,3,Life Sciences,Research & Development,Manager,1,1921,0,0,0,1,Yes,11,Travel_Rarely,4,4,3,3,0
656,31,Female,Married,1,Life Sciences,Sales,Sales Representative,2,4430,0,1,3,0,No,21,Travel_Frequently,4,1,4,1,0
657,36,Female,Single,3,Medical,Research & Development,Manager,1,2532,0,0,0,3,Yes,10,Non-Travel,3,2,4,4,0
658,38,Male,Married,2,Technical Degree,Sales,Sales Representative,3,7892,4,2,0,3,No,4,Travel_Rarely,4,3,3,1,0
659,44,Female,Married,4,Medical,Research & Development,Laboratory Technician,1,2421,7,0,1,0,No,9,Travel_Rarely,2,2,4,4,0
660,42,Male,Married,1,Medical,Sales,Sales Executive,5,15390,2,2,5,0,Yes,12,Travel_Rarely,4,1,4,3,0
661,38,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,2672,19,0,0,1,No,10,Travel_Rarely,3,4,3,3,0
662,59,Male,Married,3,Marketing,Sales,Sales Executive,2,5818,2,1,2,2,Yes,27,Travel_Rarely,3,2,2,4,0
663,43,Male,Single,3,Other,Research & Development,Research Scientist,1,2869,0,0,3,3,No,14,Non-Travel,1,1,1,3,0
664,34,Male,Single,1,Life Sciences,Sales,Sales Representative,1,2521,3,2,0,2,No,5,Travel_Rarely,3,1,3,4,0
665,30,Female,Single,5,Medical,Research & Development,Healthcare Representative,3,7195,5,0,2,2,No,1,Non-Travel,3,2,3,3,0
666,31,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,8605,8,1,7,3,No,5,Travel_Rarely,4,1,3,3,0
667,35,Male,Divorced,3,Medical,Research & Development,Laboratory Technician,1,1857,3,4,2,2,No,16,Non-Travel,4,4,3,4,0
668,32,Female,Single,2,Medical,Research & Development,Laboratory Technician,2,4209,4,0,0,2,Yes,5,Travel_Rarely,4,2,3,3,0
669,33,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,6227,1,0,2,2,No,5,Travel_Rarely,2,4,3,3,0
670,36,Female,Divorced,2,Medical,Research & Development,Research Scientist,3,7516,5,2,2,4,No,29,Travel_Rarely,4,1,4,4,0
671,32,Female,Married,1,Life Sciences,Research & Development,Research Scientist,1,2650,21,1,0,1,No,18,Travel_Rarely,3,3,2,4,0
672,53,Male,Single,1,Medical,Research & Development,Laboratory Technician,2,5713,0,0,0,1,No,29,Travel_Rarely,4,4,4,2,1
673,29,Female,Married,3,Medical,Research & Development,Research Scientist,2,4153,10,1,0,0,No,6,Non-Travel,2,3,3,3,0
674,42,Male,Divorced,2,Life Sciences,Sales,Sales Executive,1,1842,4,0,0,3,No,21,Travel_Rarely,3,3,3,1,0
675,39,Male,Married,2,Marketing,Sales,Sales Representative,3,11200,1,0,0,1,Yes,18,Travel_Rarely,4,4,3,2,0
676,58,Female,Single,3,Marketing,Sales,Sales Representative,1,2825,15,0,1,1,Yes,28,Travel_Rarely,4,2,1,3,1
677,30,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,2682,3,2,1,7,No,10,Travel_Rarely,4,3,1,4,0
678,39,Male,Divorced,1,Life Sciences,Sales,Sales Representative,2,3294,2,0,6,5,Yes,15,Travel_Rarely,4,4,3,3,1
679,58,Male,Divorced,3,Marketing,Research & Development,Manager,2,5001,1,1,2,6,Yes,24,Travel_Rarely,1,1,2,4,0
680,51,Female,Single,1,Other,Research & Development,Laboratory Technician,1,3316,1,3,6,0,Yes,22,Non-Travel,4,1,2,1,1
681,48,Male,Married,1,Life Sciences,Sales,Sales Representative,1,1644,8,0,2,4,Yes,11,Travel_Rarely,3,2,3,3,0
682,35,Male,Single,1,Life Sciences,Research & Development,Manufacturing Director,3,9633,4,1,0,1,No,26,Non-Travel,1,3,3,4,0
683,32,Female,Single,3,Life Sciences,Sales,Sales Representative,1,3135,12,2,1,0,No,28,Travel_Rarely,1,2,3,2,0
684,45,Female,Divorced,1,Medical,Sales,Manager,2,3924,1,0,5,1,No,27,Travel_Rarely,1,2,2,1,0
685,55,Male,Single,1,Life Sciences,Research & Development,Research Scientist,2,4647,0,0,0,2,No,19,Non-Travel,4,3,3,3,0
686,42,Male,Single,2,Life Sciences,Sales,Sales Representative,1,1110,0,5,0,0,No,25,Travel_Frequently,1,3,4,4,0
687,42,Male,Single,3,Medical,Sales,Sales Executive,3,6583,3,6,1,2,No,13,Travel_Rarely,3,2,3,3,0
688,36,Male,Divorced,2,Medical,Research & Development,Research Scientist,2,6225,31,0,1,3,No,27,Travel_Rarely,2,2,4,3,1
689,47,Male,Divorced,2,Life Sciences,Sales,Sales Executive,1,2486,5,0,1,1,No,27,Non-Travel,3,3,3,3,0
690,33,Female,Married,1,Medical,Human Resources,Human Resources,2,6640,1,0,0,1,No,20,Travel_Rarely,4,4,3,2,0
691,37,Female,Married,2,Medical,Human Resources,Human Resources,2,3768,10,0,0,1,No,3,Travel_Frequently,4,3,3,4,0
692,39,Female,Single,3,Life Sciences,Sales,Sales Representative,2,4179,7,0,3,5,Yes,16,Travel_Rarely,3,4,2,1,0
693,41,Male,Married,3,Life Sciences,Sales,Sales Executive,3,7648,0,1,1,0,Yes,7,Travel_Frequently,3,2,2,3,1
694,35,Female,Married,2,Technical Degree,Research & Development,Manufacturing Director,1,3285,8,3,3,1,No,12,Non-Travel,3,2,2,3,0
695,30,Male,Single,2,Life Sciences,Research & Development,Research Scientist,1,3381,1,0,2,1,No,29,Travel_Rarely,4,3,1,4,1
696,43,Female,Married,1,Marketing,Sales,Sales Executive,1,1105,0,2,2,4,No,15,Travel_Rarely,2,4,2,4,0
697,36,Female,Divorced,2,Technical Degree,Research & Development,Research Scientist,1,2722,1,0,0,0,No,8,Travel_Rarely,2,3,4,4,0
698,43,Male,Single,1,Life Sciences,Sales,Sales Representative,1,2694,3,0,2,1,No,23,Non-Travel,4,4,2,2,0
699,31,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,7733,2,1,0,1,No,17,Travel_Rarely,2,4,4,1,0
700,41,Male,Single,4,Medical,Sales,Sales Representative,2,3381,1,0,1,4,No,1,Travel_Rarely,4,1,3,2,1
701,42,Female,Single,5,Technical Degree,Sales,Sales Executive,2,5736,0,0,2,1,No,29,Travel_Rarely,2,1,2,4,0
702,28,Male,Divorced,4,Technical Degree,Sales,Sales Representative,2,3260,7,3,0,2,No,21,Travel_Rarely,4,1,3,4,0
703,38,Male,Married,3,Marketing,Human Resources,Manager,3,11918,23,0,0,0,Yes,8,Travel_Rarely,1,2,2,4,0
704,31,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,4316,7,1,0,6,No,14,Travel_Rarely,3,1,4,1,0
705,28,Male,Married,2,Medical,Research & Development,Laboratory Technician,3,11454,1,0,0,2,No,10,Travel_Rarely,2,4,3,3,0
706,59,Female,Single,3,Life Sciences,Sales,Sales Representative,1,1819,1,0,1,2,No,27,Travel_Rarely,4,1,1,3,1
707,37,Male,Married,3,Medical,Sales,Sales Representative,3,10074,1,1,11,1,No,19,Travel_Rarely,4,2,4,4,0
708,47,Female,Married,3,Life Sciences,Sales,Sales Executive,2,3708,0,2,1,1,No,8,Travel_Frequently,3,1,3,3,1
709,35,Female,Married,3,Life Sciences,Research & Development,Manager,1,1906,4,0,1,1,Yes,19,Non-Travel,4,4,2,4,0
710,45,Male,Divorced,2,Marketing,Research & Development,Manager,2,5602,4,1,3,2,No,4,Travel_Rarely,4,3,3,2,0
711,46,Male,Married,2,Medical,Research & Development,Laboratory Technician,2,6525,6,3,3,6,No,10,Travel_Rarely,4,4,3,2,0
712,43,Male,Married,4,Life Sciences,Sales,Manager,1,1662,5,2,8,1,Yes,23,Travel_Rarely,4,4,2,2,0
713,40,Male,Divorced,1,Life Sciences,Human Resources,Human Resources,2,4319,1,0,5,4,No,3,Travel_Rarely,1,3,3,1,0
714,39,Male,Single,3,Marketing,Sales,Sales Representative,1,1462,2,1,4,0,No,4,Travel_Rarely,4,2,2,2,0
715,38,Female,Single,4,Marketing,Human Resources,Human Resources,1,1584,5,1,9,5,No,16,Non-Travel,3,2,3,1,0
716,55,Female,Single,3,Life Sciences,Sales,Sales Representative,3,6942,2,2,0,1,No,24,Travel_Rarely,1,2,1,2,0
717,49,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,5663,1,1,2,1,Yes,4,Travel_Rarely,2,4,4,3,0
718,57,Female,Married,2,Life Sciences,Sales,Sales Representative,3,6157,2,0,6,1,No,25,Travel_Frequently,4,1,3,4,0
719,30,Female,Married,2,Technical Degree,Sales,Sales Executive,2,5319,1,1,2,3,No,20,Travel_Rarely,4,1,2,4,1
720,46,Female,Divorced,4,Medical,Research & Development,Research Scientist,1,2850,0,1,11,3,No,29,Travel_Rarely,4,3,3,2,0
721,56,Male,Married,3,Medical,Sales,Sales Executive,2,6309,8,1,0,1,No,20,Travel_Rarely,4,3,2,1,0
722,32,Female,Married,3,Medical,Sales,Sales Executive,2,4326,9,3,1,2,Yes,13,Travel_Rarely,4,3,3,2,0
723,28,Female,Single,1,Life Sciences,Research & Development,Research Scientist,4,13717,1,3,11,0,No,21,Travel_Rarely,1,2,1,4,0
724,46,Male,Single,1,Marketing,Research & Development,Research Scientist,1,3106,0,0,1,1,No,17,Travel_Rarely,2,4,3,3,0
725,43,Male,Married,4,Medical,Research & Development,Research Scientist,3,11477,6,0,4,1,No,23,Non-Travel,1,3,4,2,0
726,49,Male,Married,2,Life Sciences,Sales,Sales Executive,3,10799,1,1,0,2,No,25,Travel_Frequently,1,1,3,4,0
727,31,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,3647,2,1,3,2,No,16,Travel_Rarely,2,4,2,3,0
728,47,Female,Single,1,Medical,Research & Development,Laboratory Technician,3,9322,0,4,8,3,No,28,Travel_Rarely,3,4,3,4,0
729,33,Male,Single,3,Technical Degree,Sales,Sales Representative,1,3483,1,1,1,3,No,25,Travel_Rarely,4,1,3,2,0
730,32,Male,Married,4,Life Sciences,Research & Development,Manager,4,15241,7,0,0,1,No,17,Travel_Rarely,4,3,3,3,0
731,32,Female,Single,3,Technical Degree,Sales,Sales Executive,2,5906,8,1,0,3,Yes,6,Travel_Rarely,3,3,3,3,0
732,48,Male,Single,1,Marketing,Sales,Manager,1,2375,1,1,6,0,No,3,Travel_Rarely,4,1,3,4,0
733,44,Male,Married,3,Life Sciences,Sales,Sales Representative,3,7823,2,1,3,3,No,20,Travel_Frequently,3,4,3,4,0
734,41,Male,Single,3,Life Sciences,Sales,Sales Representative,2,3244,0,1,0,0,No,24,Travel_Rarely,4,2,4,3,0
735,38,Female,Married,2,Life Sciences,Research & Development,Research Scientist,1,2583,0,0,0,3,No,4,Travel_Rarely,3,4,2,2,1
736,52,Female,Single,4,Marketing,Research & Development,Healthcare Representative,2,5348,24,0,4,2,No,8,Travel_Rarely,2,3,3,3,0
737,39,Male,Single,3,Life Sciences,Human Resources,Human Resources,1,3485,5,0,4,1,No,20,Travel_Rarely,4,3,3,4,0
738,48,Female,Married,4,Life Sciences,Research & Development,Research Scientist,1,1867,3,0,0,2,Yes,9,Travel_Rarely,3,2,2,3,0
739,40,Male,Divorced,3,Medical,Sales,Sales Representative,3,8861,7,0,1,0,No,22,Travel_Rarely,3,2,3,4,0
740,38,Female,Married,1,Marketing,Research & Development,Research Scientist,1,1479,9,2,4,1,No,1,Travel_Rarely,2,1,3,3,0
741,40,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,3462,8,0,2,2,No,13,Travel_Rarely,4,2,3,3,0
742,37,Female,Single,2,Life Sciences,Sales,Sales Executive,1,3212,0,3,9,4,No,26,Travel_Rarely,4,2,1,3,0
743,46,Male,Married,4,Medical,Research & Development,Manufacturing Director,1,2935,1,0,1,1,No,2,Travel_Rarely,1,4,2,4,0
744,41,Female,Single,3,Medical,Human Resources,Human Resources,2,4965,5,0,3,1,No,23,Travel_Rarely,4,2,3,4,0
745,34,Female,Married,3,Marketing,Research & Development,Research Scientist,2,4661,2,0,2,2,Yes,10,Travel_Rarely,1,4,2,3,0
746,53,Male,Married,2,Life Sciences,Research & Development,Research Scientist,3,9373,20,0,8,2,No,23,Travel_Rarely,2,3,4,3,0
747,39,Female,Divorced,2,Marketing,Sales,Sales Representative,2,6021,5,4,1,1,No,19,Non-Travel,1,4,3,2,0
748,42,Male,Married,3,Medical,Sales,Sales Representative,1,1087,15,0,0,4,No,17,Travel_Rarely,4,4,3,2,0
749,53,Female,Single,3,Medical,Sales,Sales Representative,3,7240,1,0,1,2,Yes,24,Travel_Rarely,1,2,4,4,1
750,44,Male,Single,2,Medical,Research & Development,Healthcare Representative,2,3572,9,3,5,0,No,13,Travel_Rarely,3,4,3,2,0
751,30,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,2,3813,1,0,2,1,No,29,Travel_Rarely,2,3,3,4,0
752,56,Male,Married,1,Life Sciences,Human Resources,Human Resources,2,3178,22,0,1,1,Yes,26,Travel_Rarely,1,4,3,4,1
753,44,Male,Married,2,Medical,Sales,Sales Executive,3,7725,0,0,2,2,No,14,Travel_Rarely,4,3,2,4,0
754,38,Male,Single,3,Medical,Sales,Sales Executive,2,3162,3,1,0,1,Yes,27,Travel_Rarely,2,3,4,4,0
755,31,Male,Married,1,Medical,Research & Development,Research Scientist,1,2005,7,0,0,6,No,11,Travel_Rarely,2,2,3,3,0
756,47,Male,Single,5,Life Sciences,Research & Development,Research Scientist,2,6241,2,0,0,1,No,10,Travel_Rarely,2,1,4,4,0
757,43,Male,Divorced,2,Technical Degree,Sales,Sales Representative,1,3348,3,2,2,2,No,7,Travel_Rarely,3,3,3,1,0
758,42,Male,Married,1,Medical,Research & Development,Manufacturing Director,1,3421,21,3,3,0,No,10,Travel_Rarely,3,4,4,3,0
759,53,Male,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,1,1202,2,0,5,4,Yes,24,Travel_Rarely,1,4,1,4,0
760,47,Male,Single,3,Medical,Research & Development,Laboratory Technician,1,1046,4,0,7,3,No,1,Travel_Rarely,2,2,4,2,0
761,31,Female,Married,2,Marketing,Research & Development,Laboratory Technician,1,1462,0,0,1,0,No,14,Travel_Rarely,3,4,4,4,0
762,37,Male,Married,3,Marketing,Sales,Sales Representative,1,1407,9,1,4,5,No,3,Travel_Frequently,2,4,3,4,1
763,35,Female,Single,1,Medical,Human Resources,Human Resources,2,4217,5,0,0,1,No,13,Travel_Rarely,4,2,3,4,0
764,46,Female,Divorced,1,Technical Degree,Research & Development,Laboratory Technician,2,5474,2,2,0,2,No,2,Travel_Rarely,4,1,3,2,0
765,26,Female,Divorced,2,Life Sciences,Sales,Manager,4,11929,0,1,0,3,Yes,17,Travel_Frequently,3,1,4,4,0
766,42,Male,Divorced,3,Life Sciences,Sales,Sales Representative,1,1316,4,0,1,3,Yes,21,Travel_Rarely,2,4,3,2,0
767,46,Female,Married,4,Technical Degree,Research & Development,Laboratory Technician,2,4502,0,1,0,5,Yes,3,Travel_Rarely,4,4,3,4,0
768,52,Male,Single,1,Technical Degree,Sales,Sales Representative,3,6420,0,0,1,4,No,26,Travel_Rarely,4,2,4,3,0
769,38,Male,Single,3,Medical,Sales,Sales Representative,1,2292,4,0,3,8,No,15,Travel_Rarely,3,2,3,3,0
770,48,Male,Divorced,4,Marketing,Research & Development,Healthcare Representative,2,6552,1,0,1,0,No,8,Travel_Rarely,4,4,3,3,0
771,30,Female,Single,2,Life Sciences,Sales,Sales Representative,2,4734,1,0,2,1,No,6,Non-Travel,4,4,3,1,0
772,50,Male,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,2759,5,1,1,2,No,26,Non-Travel,3,4,1,2,0
773,31,Male,Married,1,Life Sciences,Sales,Sales Representative,3,10358,0,1,0,3,No,9,Travel_Rarely,2,3,3,1,0
774,39,Female,Married,4,Life Sciences,Research & Development,Research Scientist,2,4449,1,0,0,2,Yes,25,Non-Travel,4,2,2,3,0
775,47,Female,Divorced,3,Life Sciences,Sales,Sales Executive,1,3213,0,6,0,0,No,11,Travel_Rarely,2,3,3,4,0
776,31,Male,Single,4,Life Sciences,Sales,Sales Representative,1,2715,4,0,0,4,Yes,22,Travel_Rarely,4,2,3,1,1
777,34,Male,Married,3,Life Sciences,Sales,Sales Representative,1,1427,5,0,2,6,No,2,Non-Travel,4,4,3,1,0
778,46,Female,Single,2,Life Sciences,Human Resources,Human Resources,1,1396,6,0,4,1,No,9,Travel_Rarely,4,2,3,3,0
779,46,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,4239,1,1,1,1,Yes,18,Travel_Rarely,3,4,3,4,0
780,44,Male,Single,2,Life Sciences,Sales,Sales Representative,2,3795,0,5,1,0,No,19,Travel_Rarely,2,2,3,1,0
781,45,Male,Married,2,Medical,Research & Development,Laboratory Technician,1,1106,0,1,5,1,Yes,22,Travel_Rarely,1,4,2,2,0
782,42,Female,Divorced,3,Medical,Research & Development,Healthcare Representative,3,10049,2,4,0,2,No,18,Travel_Rarely,4,2,3,2,0
783,35,Female,Divorced,3,Life Sciences,Human Resources,Human Resources,1,1097,14,0,0,5,No,5,Travel_Rarely,4,3,3,3,0
784,38,Female,Single,4,Marketing,Sales,Sales Executive,1,2903,1,0,2,0,No,18,Travel_Rarely,3,3,3,2,0
785,32,Female,Married,2,Technical Degree,Research & Development,Research Scientist,1,2280,1,1,3,2,No,12,Travel_Rarely,1,1,3,2,0
786,54,Male,Divorced,3,Marketing,Sales,Sales Representative,2,3042,0,1,2,2,No,4,Travel_Rarely,4,4,4,4,0
787,43,Male,Single,3,Life Sciences,Sales,Sales Representative,1,3289,4,0,3,1,No,15,Travel_Frequently,4,3,3,3,0
788,39,Male,Single,1,Marketing,Human Resources,Human Resources,1,2577,5,2,0,2,Yes,11,Travel_Rarely,3,3,1,1,1
789,40,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,1,1094,5,0,1,3,Yes,27,Travel_Rarely,3,4,3,3,0
790,56,Male,Married,2,Life Sciences,Sales,Sales Representative,2,4969,9,0,0,4,Yes,19,Non-Travel,4,4,4,3,0
791,31,Female,Single,2,Life Sciences,Sales,Sales Representative,5,19283,3,1,4,1,No,5,Travel_Rarely,4,3,3,4,0
792,43,Female,Divorced,5,Marketing,Research & Development,Laboratory Technician,1,1384,0,1,6,3,No,6,Non-Travel,4,4,4,2,0
793,41,Female,Married,3,Life Sciences,Research & Development,Manager,1,1818,1,0,0,1,No,13,Travel_Rarely,1,1,3,4,0
794,43,Male,Married,3,Life Sciences,Sales,Sales Executive,2,6471,5,0,0,1,No,23,Travel_Rarely,3,1,3,4,0
795,22,Female,Single,5,Life Sciences,Human Resources,Manager,2,6577,4,0,0,0,Yes,10,Travel_Rarely,4,3,3,2,0
796,51,Female,Married,2,Marketing,Sales,Sales Representative,1,2148,3,1,0,1,Yes,24,Travel_Rarely,4,2,3,4,0
797,55,Male,Married,3,Medical,Sales,Sales Representative,3,7696,5,2,1,0,No,25,Travel_Rarely,4,3,2,3,0
798,42,Female,Married,2,Life Sciences,Research & Development,Manager,2,5134,5,2,2,1,Yes,14,Travel_Rarely,4,2,2,4,0
799,45,Male,Married,4,Medical,Sales,Sales Representative,1,1225,10,0,10,2,No,4,Travel_Rarely,3,3,1,1,0
800,55,Male,Married,2,Medical,Sales,Sales Executive,2,4680,4,11,1,2,No,20,Travel_Rarely,4,4,3,2,0
801,45,Male,Divorced,4,Medical,Research & Development,Research Scientist,4,13392,7,2,0,0,No,23,Travel_Rarely,3,3,3,3,0
802,31,Male,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,2,6831,1,0,0,1,No,12,Travel_Frequently,3,4,3,2,1
803,43,Male,Married,2,Technical Degree,Sales,Sales Representative,1,2897,5,0,0,2,No,15,Travel_Rarely,2,4,3,3,0
804,43,Female,Single,3,Life Sciences,Human Resources,Manager,1,1517,11,0,0,1,No,26,Travel_Frequently,4,2,4,2,0
805,39,Female,Single,2,Medical,Research & Development,Research Scientist,2,6102,2,0,4,1,Yes,10,Non-Travel,4,2,3,3,1
806,46,Female,Single,3,Life Sciences,Sales,Sales Executive,1,2732,7,2,0,3,No,11,Travel_Rarely,2,2,3,3,0
807,55,Female,Married,2,Life Sciences,Research & Development,Research Scientist,2,6815,6,2,17,0,Yes,9,Travel_Rarely,1,4,2,1,0
808,55,Male,Married,3,Life Sciences,Sales,Sales Representative,2,3295,0,2,2,1,Yes,11,Non-Travel,4,1,2,3,0
809,40,Female,Married,2,Medical,Sales,Sales Executive,2,3413,4,0,2,0,No,2,Travel_Rarely,3,2,1,3,0
810,30,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,4,16956,0,1,1,0,No,13,Travel_Rarely,4,4,3,2,0
811,59,Male,Divorced,2,Marketing,Human Resources,Human Resources,1,2995,17,0,3,6,Yes,27,Travel_Rarely,2,3,3,1,1
812,49,Male,Divorced,3,Life Sciences,Sales,Sales Representative,3,6003,8,0,1,1,Yes,22,Travel_Rarely,1,2,2,2,0
813,30,Male,Single,1,Medical,Sales,Sales Executive,2,3177,0,1,1,2,Yes,26,Travel_Rarely,3,2,3,2,1
814,54,Male,Married,2,Marketing,Research & Development,Research Scientist,1,1745,0,0,0,3,No,26,Travel_Rarely,1,4,1,4,0
815,51,Male,Single,2,Medical,Sales,Sales Executive,2,3258,4,1,7,0,No,8,Travel_Rarely,2,4,3,3,0
816,41,Male,Single,1,Marketing,Sales,Sales Executive,1,1651,2,1,1,1,Yes,29,Travel_Rarely,1,2,3,1,1
817,43,Female,Single,3,Medical,Sales,Manager,2,6136,0,2,1,4,No,21,Travel_Rarely,2,3,2,1,0
818,39,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,4818,3,0,1,4,No,21,Non-Travel,1,4,3,1,0
819,28,Male,Married,1,Marketing,Sales,Sales Representative,1,2386,2,2,0,1,No,8,Travel_Rarely,4,4,4,3,0
820,38,Male,Divorced,3,Life Sciences,Sales,Sales Executive,2,6889,0,10,0,1,No,1,Travel_Rarely,2,4,3,2,0
821,47,Female,Single,3,Medical,Research & Development,Research Scientist,2,6788,8,2,0,3,No,6,Travel_Rarely,3,3,3,3,0
822,19,Male,Married,2,Marketing,Research & Development,Research Scientist,1,3482,12,2,3,1,No,26,Travel_Rarely,4,4,3,2,0
823,38,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,2296,7,1,1,0,No,13,Travel_Rarely,4,2,3,4,0
824,39,Male,Single,2,Life Sciences,Sales,Sales Executive,1,1289,8,0,4,1,Yes,9,Travel_Rarely,3,1,4,2,0
825,42,Male,Married,3,Medical,Research & Development,Research Scientist,2,3802,1,1,3,1,No,28,Travel_Rarely,4,4,4,3,0
826,54,Male,Single,1,Marketing,Sales,Sales Representative,3,8530,1,1,0,0,No,6,Travel_Rarely,4,3,3,4,0
827,38,Male,Married,3,Technical Degree,Sales,Sales Representative,3,6233,1,1,2,1,Yes,15,Travel_Rarely,4,4,3,3,0
